fnl,hpw,relation,gain,country,job,edu_int,years,loss,work_type,partner,edu,gender,race,prod,gtype,money
286750,36.0,NotF,0,United-States,Machine-op-inspct,7,40,0,Priv,S,11,M,Black,42,AC,<=50K
290964,40.0,NotF,0,United-States,Sales,13,32,1590,Priv,NM,B,F,White,42,DC,<=50K
91928,35.0,Other,0,United-States,Other-service,10,19,0,Priv,NM,SC,F,White,72,DC,<=50K
188398,30.0,NotF,0,United-States,Adm-clerical,9,30,0,Priv,MSA,HSG,F,White,52,DC,<=50K
191502,60.0,H,0,United-States,Sales,13,35,0,Priv,MCS,B,M,White,97,AC,>50K
175339,40.0,H,0,United-States,Protective-serv,13,52,0,LGov,MCS,B,M,White,77,AC,>50K
162228,48.0,NotF,0,United-States,Sales,13,23,0,Priv,NM,B,M,White,62,AC,<=50K
217342,5.0,OwnC,0,United-States,Sales,6,17,0,Priv,NM,10,F,White,37,DC,<=50K
77927,40.0,OwnC,0,Philippines,Other-service,13,45,0,Priv,W,B,F,Asian-Pac-Islander,52,DC,<=50K
113176,40.0,NotF,2597,United-States,Sales,9,53,0,Priv,D,HSG,F,White,5261,DC,<=50K
82098,55.0,H,0,United-States,Exec-managerial,9,55,0,Priv,MCS,HSG,M,Asian-Pac-Islander,67,AC,<=50K
218596,40.0,NotF,0,United-States,Adm-clerical,11,47,0,LGov,D,AV,F,White,47,DC,<=50K
236599,50.0,H,0,United-States,Exec-managerial,9,30,0,Priv,MCS,HSG,M,White,22,AC,<=50K
126675,50.0,H,0,United-States,Prof-specialty,14,36,1977,Priv,MCS,M,M,White,37,AC,>50K
186191,46.0,H,0,United-States,Machine-op-inspct,9,37,0,Priv,MCS,HSG,M,White,32,AC,<=50K
184655,48.0,NotM,0,United-States,Transport-moving,6,36,0,Priv,D,10,M,White,47,AC,<=50K
207537,50.0,OwnC,0,United-States,Craft-repair,9,31,1669,Priv,D,HSG,M,White,67,AC,<=50K
115305,40.0,H,7688,United-States,Protective-serv,11,29,0,LGov,MCS,AV,M,White,15408,AC,>50K
72812,40.0,NotF,0,United-States,Other-service,6,58,0,Priv,NM,10,M,White,42,AC,<=50K
252419,50.0,H,0,United-States,Transport-moving,7,58,0,Priv,MCS,11,M,White,62,AC,<=50K
182451,40.0,NotF,0,United-States,Exec-managerial,13,69,0,SelfInc,S,B,M,White,77,AC,<=50K
134727,43.0,NotM,0,Germany,Machine-op-inspct,7,46,0,Priv,D,11,M,Amer-Indian-Eskimo,37,AC,<=50K
102942,40.0,NotF,0,United-States,Other-service,10,21,2001,LGov,NM,SC,F,White,72,DC,<=50K
34104,38.0,H,7688,United-States,Prof-specialty,14,34,0,SGov,MCS,M,M,White,15438,AC,>50K
154785,35.0,OwnC,0,United-States,Adm-clerical,10,26,0,Priv,MSA,SC,F,Other,72,DC,<=50K
180382,45.0,H,3411,United-States,Handlers-cleaners,3,61,0,Priv,MCS,5-6,M,White,6849,AC,<=50K
206659,40.0,Other,0,United-States,Adm-clerical,10,47,0,Priv,D,SC,F,White,42,DC,<=50K
235646,40.0,H,0,United-States,Craft-repair,9,46,0,Priv,MCS,HSG,M,White,27,AC,>50K
116375,40.0,OwnC,0,United-States,Sales,5,20,0,Priv,NM,9,F,White,77,DC,<=50K
190105,55.0,OwnC,0,United-States,Adm-clerical,9,37,0,Priv,NM,HSG,F,White,17,DC,<=50K
202872,40.0,NotF,0,United-States,Craft-repair,6,41,0,Priv,MSA,10,F,White,32,DC,<=50K
170310,40.0,H,0,United-States,Transport-moving,3,60,0,Priv,MCS,5-6,M,White,62,AC,<=50K
291979,40.0,OwnC,0,United-States,Sales,9,20,0,Priv,NM,HSG,M,White,22,AC,<=50K
222289,40.0,H,0,United-States,Exec-managerial,9,63,0,SelfInc,MCS,HSG,M,White,62,AC,>50K
180032,40.0,NotF,0,United-States,Prof-specialty,14,42,0,Priv,NM,M,F,White,52,DC,<=50K
163787,15.0,OwnC,0,United-States,Sales,10,18,0,Priv,NM,SC,F,White,82,DC,<=50K
182668,35.0,H,0,United-States,Transport-moving,6,37,0,Priv,MCS,10,M,White,47,AC,<=50K
237651,35.0,OwnC,0,United-States,Other-service,10,21,0,Priv,NM,SC,M,White,82,AC,<=50K
176683,50.0,H,5178,United-States,Exec-managerial,13,28,0,Priv,MCS,B,M,White,10398,AC,>50K
240389,43.0,H,0,United-States,Sales,10,35,0,Priv,MCS,SC,M,White,22,AC,>50K
127185,40.0,NotF,0,United-States,Machine-op-inspct,5,22,0,Priv,NM,9,F,White,67,DC,<=50K
163604,20.0,NotF,0,United-States,Prof-specialty,14,32,0,Priv,NM,M,F,White,47,DC,<=50K
270339,35.0,H,0,United-States,?,6,68,0,?,MCS,10,M,White,62,AC,<=50K
407672,40.0,NotM,0,United-States,Craft-repair,10,28,0,Priv,D,SC,F,White,87,DC,<=50K
91996,40.0,NotM,0,United-States,Other-service,9,39,0,Priv,D,HSG,F,White,12,DC,<=50K
227994,39.0,OwnC,0,United-States,Adm-clerical,10,22,0,Priv,MSA,SC,F,Asian-Pac-Islander,52,DC,<=50K
147653,73.0,NotM,0,United-States,Adm-clerical,13,55,0,Priv,D,B,F,White,67,DC,<=50K
199884,45.0,NotM,0,United-States,Adm-clerical,159,23,0,Priv,NM,HSG,F,White,77,DC,<=50K
278514,42.0,OwnC,0,United-States,Craft-repair,9,33,0,Priv,D,HSG,F,White,57,DC,<=50K
303455,60.0,NotM,4787,United-States,Prof-specialty,14,59,0,LGov,W,M,F,White,9626,DC,>50K
45427,49.0,NotF,0,United-States,Craft-repair,11,30,0,SelfNotInc,D,AV,M,White,52,AC,<=50K
398918,50.0,NotF,0,United-States,Prof-specialty,13,28,0,SelfNotInc,NM,B,M,White,42,AC,>50K
215504,40.0,H,0,United-States,Machine-op-inspct,9,29,0,Priv,MCS,HSG,M,White,77,AC,<=50K
27433,30.0,OwnC,0,United-States,Other-service,8,19,0,FGov,NM,12,F,White,77,DC,<=50K
192251,40.0,W,2635,United-States,Other-service,6,37,0,SelfNotInc,MCS,10,F,White,5277,DC,<=50K
200374,35.0,Other,0,United-States,Machine-op-inspct,9,22,0,Priv,NM,HSG,M,White,57,AC,<=50K
293073,50.0,NotF,0,United-States,Sales,13,29,0,Priv,NM,B,M,White,82,AC,>50K
140164,40.0,OwnC,0,United-States,Sales,7,18,0,Priv,NM,11,F,White,27,DC,<=50K
165667,40.0,H,0,United-States,Exec-managerial,9,63,0,SelfInc,MCS,HSG,M,White,77,AC,<=50K
32124,9.0,OwnC,0,United-States,Other-service,5,17,0,LGov,NM,9,M,Black,37,AC,<=50K
132222,50.0,H,4386,United-States,Machine-op-inspct,160,40,0,Priv,MCS,SC,M,White,8844,AC,>50K
80165,20.0,NotM,0,United-States,Adm-clerical,10,27,0,Priv,S,SC,F,White,82,DC,<=50K
33126,50.0,H,0,United-States,Exec-managerial,10,43,0,Priv,MCS,SC,M,White,67,AC,<=50K
167380,50.0,H,0,United-States,Transport-moving,9,53,1740,FGov,MCS,HSG,M,White,37,AC,<=50K
194636,60.0,H,0,United-States,Exec-managerial,13,41,0,Priv,MCS,B,M,White,72,AC,>50K
169496,40.0,H,0,United-States,Tech-support,13,30,0,SGov,MCS,B,M,White,77,AC,>50K
188108,40.0,OwnC,4101,United-States,Craft-repair,9,31,0,Priv,NM,HSG,M,White,8234,AC,<=50K
113601,30.0,OwnC,0,United-States,Handlers-cleaners,10,23,0,Priv,NM,SC,M,White,42,AC,<=50K
206951,40.0,H,0,United-States,Sales,10,35,0,Priv,MCS,SC,M,White,62,AC,>50K
150042,40.0,OwnC,0,United-States,Prof-specialty,13,36,0,Priv,D,B,F,White,67,DC,<=50K
142169,40.0,OwnC,0,United-States,Handlers-cleaners,9,54,0,Priv,NM,HSG,M,White,7,AC,<=50K
302347,40.0,OwnC,4416,United-States,Handlers-cleaners,9,22,0,WoPay,NM,HSG,M,White,8879,AC,<=50K
123270,40.0,H,0,United-States,Craft-repair,9,34,0,Priv,MCS,HSG,M,White,92,AC,>50K
175339,40.0,H,0,United-States,Handlers-cleaners,9,50,0,Priv,MCS,HSG,M,White,57,AC,>50K
185551,36.0,OwnC,0,United-States,Sales,9,21,0,Priv,NM,HSG,F,White,52,DC,<=50K
335533,20.0,OwnC,0,United-States,Craft-repair,9,26,0,Priv,NM,HSG,M,White,107,AC,<=50K
401333,40.0,NotF,0,United-States,Sales,9,48,0,Priv,D,HSG,M,White,102,AC,<=50K
230039,38.0,NotM,0,United-States,Exec-managerial,139,59,625,Priv,NM,HSG,F,White,22,DC,<=50K
160362,60.0,H,0,United-States,Sales,9,59,0,Priv,MCS,HSG,M,White,47,AC,<=50K
86860,15.0,OwnC,0,United-States,Exec-managerial,10,19,0,Priv,NM,SC,M,White,57,AC,<=50K
255575,15.0,NotF,0,United-States,Prof-specialty,182,22,0,SGov,NM,AA,F,White,27,DC,<=50K
199378,22.0,H,0,United-States,Prof-specialty,190,49,0,Priv,MCS,SC,M,White,52,AC,<=50K
123992,45.0,H,0,United-States,Craft-repair,10,60,0,Priv,MCS,SC,M,White,57,AC,<=50K
130125,20.0,OwnC,1055,United-States,Other-service,6,17,0,Priv,NM,10,F,Amer-Indian-Eskimo,2192,DC,<=50K
38240,40.0,NotF,0,United-States,Craft-repair,9,45,0,Priv,D,HSG,M,White,12,AC,<=50K
81654,56.0,NotF,0,United-States,Exec-managerial,10,47,0,LGov,D,SC,M,White,72,AC,>50K
445382,40.0,H,0,United-States,Exec-managerial,9,40,0,Priv,MCS,HSG,M,White,92,AC,>50K
130007,40.0,NotF,0,United-States,Other-service,123,38,0,Priv,NM,B,M,White,57,AC,<=50K
187870,90.0,H,0,United-States,Prof-specialty,15,38,2415,Priv,MCS,PS,M,White,87,AC,>50K
91964,40.0,NotM,0,United-States,Adm-clerical,10,33,0,Priv,NM,SC,M,White,42,AC,<=50K
143327,40.0,NotF,0,United-States,Handlers-cleaners,10,40,0,Priv,S,SC,M,White,77,AC,<=50K
78171,40.0,NotM,0,United-States,Adm-clerical,10,39,0,Priv,MSA,SC,F,Amer-Indian-Eskimo,102,DC,<=50K
183043,48.0,H,0,United-States,Exec-managerial,14,31,1977,Priv,MCS,M,M,White,72,AC,>50K
201398,60.0,NotM,0,?,Prof-specialty,14,81,0,Priv,W,M,M,White,57,AC,<=50K
320513,50.0,NotF,0,Dominican-Republic,Craft-repair,4,51,0,Priv,MSA,7-8,M,Black,82,AC,<=50K
111224,39.0,NotF,0,United-States,Machine-op-inspct,13,57,0,SGov,D,B,M,Black,62,AC,<=50K
498328,40.0,H,0,United-States,Transport-moving,6,48,0,Priv,MCS,10,M,Black,47,AC,<=50K
108993,45.0,H,0,United-States,Craft-repair,9,48,0,Priv,MCS,HSG,M,White,37,AC,>50K
181301,40.0,H,0,United-States,?,9,71,0,?,MCS,HSG,M,White,47,AC,<=50K
55390,45.0,OwnC,0,United-States,Farming-fishing,10,27,0,Priv,NM,SC,M,White,52,AC,<=50K
222142,40.0,H,0,United-States,Machine-op-inspct,9,41,0,Priv,MCS,HSG,M,White,37,AC,<=50K
265954,40.0,NotF,0,United-States,Other-service,9,35,0,Priv,S,HSG,M,Black,47,AC,<=50K
81642,60.0,H,0,United-States,Farming-fishing,9,58,0,SelfNotInc,MCS,HSG,M,White,62,AC,<=50K
115890,20.0,H,0,United-States,Transport-moving,13,65,0,Priv,MCS,B,M,White,62,AC,<=50K
176716,60.0,H,0,United-States,Transport-moving,9,41,0,LGov,MCS,HSG,M,White,52,AC,<=50K
82552,50.0,NotF,594,United-States,Handlers-cleaners,9,38,0,Priv,NM,HSG,M,White,1230,AC,<=50K
218785,65.0,W,0,United-States,Adm-clerical,10,29,0,Priv,MCS,SC,F,White,52,DC,<=50K
196373,40.0,H,0,United-States,Exec-managerial,9,38,0,SelfInc,MCS,HSG,M,White,82,AC,>50K
82393,50.0,NotF,0,United-States,Adm-clerical,173,41,0,Priv,NM,B,M,Asian-Pac-Islander,62,AC,<=50K
230329,50.0,H,0,United-States,Exec-managerial,13,36,0,Priv,MCS,B,M,White,77,AC,>50K
221343,12.0,NotF,0,United-States,Priv-house-serv,2,64,0,Priv,D,1-4,F,White,62,DC,<=50K
234901,40.0,H,0,United-States,Prof-specialty,10,38,0,Priv,MCS,SC,M,White,57,AC,<=50K
290409,40.0,H,0,United-States,Transport-moving,10,36,0,Priv,MCS,SC,M,White,77,AC,<=50K
369131,55.0,H,0,United-States,Sales,12,42,0,Priv,MCS,AA,M,White,52,AC,>50K
436798,40.0,H,0,United-States,Tech-support,10,22,0,Priv,MCS,SC,M,White,82,AC,<=50K
289980,30.0,H,0,Mexico,Farming-fishing,3,26,0,Priv,MCS,5-6,M,White,7,AC,<=50K
132661,60.0,OwnC,0,United-States,Adm-clerical,11,25,0,Priv,NM,AV,F,White,57,DC,<=50K
116927,42.0,H,0,United-States,Exec-managerial,9,47,0,SelfInc,MCS,HSG,M,White,47,AC,>50K
272471,40.0,NotM,0,United-States,Adm-clerical,9,37,0,LGov,D,HSG,F,White,117,DC,<=50K
82804,40.0,NotM,0,United-States,Handlers-cleaners,9,24,0,Priv,NM,HSG,F,Black,77,DC,<=50K
94662,44.0,NotF,0,United-States,Craft-repair,11,22,0,Priv,NM,AV,M,White,12,AC,<=50K
126675,40.0,NotF,0,United-States,Craft-repair,9,37,0,Priv,NM,HSG,M,White,62,AC,<=50K
39986,40.0,H,0,United-States,Prof-specialty,13,47,0,LGov,MCS,B,M,White,42,AC,<=50K
182540,40.0,NotF,0,United-States,Craft-repair,7,27,0,Priv,NM,11,M,White,12,AC,<=50K
81281,40.0,H,0,United-States,Adm-clerical,10,23,0,Priv,MCS,SC,M,White,62,AC,<=50K
145574,40.0,H,0,United-States,Adm-clerical,7,59,0,Priv,MCS,11,M,White,42,AC,<=50K
119281,50.0,H,0,United-States,Prof-specialty,15,44,0,Priv,MCS,PS,M,White,32,AC,>50K
223789,45.0,H,0,United-States,Prof-specialty,14,36,0,SelfNotInc,MCS,M,M,White,97,AC,>50K
101689,40.0,NotM,0,United-States,Adm-clerical,10,44,0,LGov,D,SC,F,White,47,DC,<=50K
150817,20.0,OwnC,0,United-States,Sales,9,18,0,Priv,NM,HSG,F,White,57,DC,<=50K
127601,35.0,W,0,United-States,Handlers-cleaners,10,38,0,Priv,MCS,SC,F,White,77,DC,<=50K
165622,55.0,NotF,0,United-States,Sales,14,25,0,Priv,NM,M,M,White,52,AC,<=50K
113635,35.0,NotF,0,United-States,Other-service,13,27,0,Priv,NM,B,M,White,112,AC,<=50K
46144,40.0,NotM,0,United-States,Handlers-cleaners,10,34,0,Priv,D,SC,F,White,102,DC,<=50K
97837,48.0,NotF,0,United-States,Prof-specialty,10,57,0,FGov,D,SC,M,White,62,AC,>50K
24395,30.0,OwnC,0,United-States,Handlers-cleaners,9,23,0,Priv,NM,HSG,F,White,52,DC,<=50K
110142,30.0,OwnC,0,United-States,Adm-clerical,9,18,0,Priv,NM,HSG,F,White,42,DC,<=50K
349347,25.0,H,0,United-States,Handlers-cleaners,4,73,0,Priv,MCS,7-8,M,White,22,AC,<=50K
119957,35.0,NotM,0,United-States,Other-service,13,36,0,Priv,S,B,F,Black,17,DC,<=50K
189269,40.0,OwnC,0,United-States,Protective-serv,9,31,0,LGov,NM,HSG,M,White,47,AC,<=50K
87905,40.0,NotF,10520,United-States,Other-service,9,29,0,Priv,D,HSG,M,White,21122,AC,>50K
32778,40.0,NotF,0,United-States,Exec-managerial,9,54,0,SGov,W,HSG,F,White,27,DC,<=50K
96055,45.0,NotM,0,United-States,Adm-clerical,9,40,0,Priv,S,HSG,F,White,37,DC,<=50K
110866,50.0,NotF,0,United-States,Prof-specialty,13,36,0,LGov,NM,B,M,White,47,AC,<=50K
210308,15.0,OwnC,0,United-States,Adm-clerical,10,19,0,Priv,NM,SC,F,White,82,DC,<=50K
113936,40.0,OwnC,0,United-States,Prof-specialty,13,24,0,Priv,NM,B,M,White,32,AC,<=50K
139916,84.0,H,0,Mexico,Sales,11,41,2179,SelfInc,MCS,AV,M,Other,102,AC,<=50K
280298,24.0,OwnC,0,United-States,Sales,9,18,0,Priv,NM,HSG,F,White,87,DC,<=50K
147471,10.0,OwnC,0,United-States,?,9,28,0,?,D,HSG,F,White,62,DC,<=50K
60668,40.0,NotF,0,United-States,Craft-repair,10,22,0,Priv,NM,SC,M,White,67,AC,<=50K
434097,40.0,NotF,0,United-States,Craft-repair,12,37,0,Priv,D,AA,M,Black,17,AC,<=50K
303867,40.0,H,0,United-States,Prof-specialty,13,34,0,Priv,MCS,B,M,White,42,AC,>50K
190621,55.0,Other,0,United-States,Exec-managerial,10,40,0,Priv,D,SC,F,Black,107,DC,<=50K
159724,40.0,H,0,United-States,Transport-moving,10,56,0,Priv,MCS,SC,M,White,47,AC,>50K
34987,54.0,H,0,United-States,Farming-fishing,10,41,0,SelfInc,MCS,SC,M,White,42,AC,>50K
353263,45.0,NotF,0,United-States,Prof-specialty,13,36,0,Priv,NM,B,F,White,107,DC,>50K
61885,35.0,Other,0,United-States,Transport-moving,8,59,0,Priv,D,12,M,Black,42,AC,<=50K
228873,45.0,H,0,United-States,Prof-specialty,16,34,0,Priv,MCS,D,M,White,32,AC,>50K
216657,35.0,NotF,0,United-States,Prof-specialty,164,47,0,LGov,NM,M,M,White,72,AC,>50K
51424,40.0,NotM,0,United-States,Adm-clerical,9,36,0,LGov,D,HSG,F,White,52,DC,<=50K
222654,40.0,H,0,United-States,Exec-managerial,13,31,0,Priv,MCS,B,M,White,32,AC,<=50K
216824,30.0,H,0,United-States,Farming-fishing,9,58,0,SelfNotInc,MCS,HSG,M,Asian-Pac-Islander,57,AC,<=50K
228157,40.0,NotF,0,Laos,Craft-repair,10,36,0,Priv,NM,SC,M,Asian-Pac-Islander,27,AC,<=50K
190682,50.0,NotF,0,United-States,Craft-repair,9,61,1669,Priv,W,HSG,F,Black,52,DC,<=50K
165726,40.0,NotM,0,United-States,Exec-managerial,11,40,0,LGov,D,AV,F,White,57,DC,<=50K
295127,84.0,H,0,United-States,Farming-fishing,9,36,0,SelfNotInc,MCS,HSG,M,White,72,AC,<=50K
151364,40.0,NotF,0,United-States,Adm-clerical,10,64,0,Priv,NM,SC,F,White,22,DC,<=50K
175878,40.0,NotF,0,United-States,Craft-repair,10,34,0,Priv,NM,SC,M,White,47,AC,<=50K
206512,44.0,NotF,0,United-States,Exec-managerial,13,30,0,Priv,NM,B,M,White,72,AC,<=50K
188328,16.0,NotF,0,United-States,Prof-specialty,9,84,0,Priv,W,HSG,F,White,7,DC,<=50K
172034,75.0,H,0,United-States,Sales,159,47,0,SelfNotInc,MCS,HSG,M,White,72,AC,>50K
127264,50.0,H,0,United-States,Craft-repair,6,58,0,Priv,MCS,10,M,White,37,AC,<=50K
214858,40.0,OwnC,0,United-States,Sales,13,27,0,Priv,NM,B,M,White,27,AC,<=50K
101890,40.0,NotM,0,United-States,Sales,9,54,0,Priv,W,HSG,F,White,52,DC,<=50K
63734,20.0,OwnC,0,United-States,Handlers-cleaners,6,17,0,Priv,NM,10,M,White,42,AC,<=50K
38310,40.0,Other,0,United-States,Other-service,4,50,0,Priv,D,7-8,F,White,67,DC,<=50K
29591,40.0,NotF,0,United-States,Prof-specialty,13,24,0,FGov,NM,B,F,Other,72,DC,<=50K
158294,40.0,H,3103,United-States,Tech-support,11,50,0,Priv,MCS,AV,M,White,6288,AC,>50K
118376,16.0,OwnC,0,?,Other-service,10,18,0,Priv,NM,SC,F,White,52,DC,<=50K
148623,35.0,H,0,United-States,Prof-specialty,15,80,0,Priv,MCS,PS,M,White,62,AC,>50K
144071,18.0,H,0,United-States,Tech-support,183,55,0,Priv,MCS,B,M,White,22,AC,>50K
243605,40.0,NotM,0,Cuba,Sales,13,31,1380,Priv,W,B,F,White,52,DC,<=50K
84756,35.0,H,0,United-States,Other-service,5,62,0,Priv,MCS,9,M,White,32,AC,<=50K
323020,30.0,W,0,United-States,Other-service,10,31,0,SelfNotInc,MCS,SC,F,White,32,DC,<=50K
171676,40.0,NotF,0,United-States,Sales,13,36,1741,Priv,NM,B,F,White,47,DC,<=50K
100506,50.0,H,15024,United-States,Sales,10,52,0,SelfInc,MCS,SC,M,White,30090,AC,>50K
126738,72.0,H,0,United-States,Farming-fishing,9,37,0,SelfNotInc,MCS,HSG,M,White,32,AC,<=50K
144778,50.0,H,0,United-States,Exec-managerial,9,43,0,Priv,MCS,HSG,M,White,72,AC,>50K
126199,50.0,NotM,1831,United-States,Transport-moving,10,44,0,Priv,D,SC,M,White,3699,AC,<=50K
29523,40.0,H,0,United-States,Handlers-cleaners,6,27,0,Priv,MCS,10,M,White,27,AC,<=50K
161954,40.0,NotF,0,Germany,Prof-specialty,13,45,0,Priv,NM,B,F,White,12,DC,<=50K
312528,37.0,H,0,United-States,Exec-managerial,13,38,0,SGov,MCS,B,M,White,57,AC,<=50K
150941,44.0,NotM,0,United-States,Machine-op-inspct,9,50,0,Priv,D,HSG,F,Black,47,DC,<=50K
432052,15.0,NotF,0,United-States,Handlers-cleaners,10,20,0,SGov,NM,SC,M,White,57,AC,<=50K
194290,40.0,NotF,0,United-States,Craft-repair,9,55,0,Priv,D,HSG,M,White,52,AC,<=50K
109015,38.0,NotF,0,United-States,Adm-clerical,10,55,0,Priv,D,SC,F,White,42,DC,<=50K
217226,30.0,NotF,0,United-States,Other-service,10,24,0,Priv,NM,SC,M,White,67,AC,<=50K
150570,43.0,H,3103,United-States,Prof-specialty,13,33,0,Priv,MCS,B,M,White,6253,AC,>50K
353270,40.0,OwnC,0,United-States,Craft-repair,11,34,0,LGov,NM,AV,F,White,27,DC,<=50K
161708,45.0,NotF,0,United-States,Exec-managerial,9,24,0,Priv,D,HSG,F,White,87,DC,>50K
273403,50.0,NotF,0,United-States,Other-service,11,21,0,Priv,NM,AV,F,White,57,DC,<=50K
171924,48.0,H,0,United-States,Tech-support,13,54,0,Priv,MCS,B,M,White,27,AC,<=50K
29957,25.0,Other,0,United-States,Tech-support,14,26,0,Priv,NM,M,M,White,67,AC,<=50K
191118,40.0,H,0,United-States,?,9,60,1848,?,MCS,HSG,M,White,52,AC,>50K
181691,60.0,H,0,?,Sales,9,25,0,SelfInc,MCS,HSG,M,White,52,AC,<=50K
197418,20.0,NotM,0,United-States,Adm-clerical,9,49,0,Priv,W,HSG,F,White,57,DC,<=50K
175412,55.0,NotM,114,United-States,Craft-repair,5,33,0,Priv,D,9,M,White,280,AC,<=50K
206861,40.0,OwnC,0,United-States,Adm-clerical,13,24,0,Priv,NM,B,M,White,67,AC,<=50K
85041,25.0,NotM,0,United-States,Other-service,9,24,0,Priv,S,HSG,F,White,72,DC,<=50K
227065,40.0,H,0,United-States,Exec-managerial,13,44,0,Priv,MCS,B,M,White,62,AC,>50K
76641,40.0,H,20051,Poland,?,14,79,0,?,MCS,M,M,White,40199,AC,>50K
156953,40.0,H,0,United-States,Handlers-cleaners,109,52,0,Priv,MCS,HSG,M,White,72,AC,>50K
69867,40.0,H,0,United-States,Exec-managerial,9,61,0,Priv,MCS,HSG,M,White,37,AC,>50K
77698,40.0,W,0,United-States,Prof-specialty,10,26,0,Priv,MCS,SC,F,Asian-Pac-Islander,47,DC,<=50K
56322,20.0,OwnC,0,United-States,Other-service,10,20,0,Priv,NM,SC,M,White,67,AC,<=50K
301637,40.0,OwnC,0,United-States,Farming-fishing,11,31,0,Priv,NM,AV,M,White,42,AC,<=50K
246677,38.0,NotM,0,United-States,Prof-specialty,9,37,0,Priv,S,HSG,F,White,32,DC,<=50K
157639,50.0,H,0,United-States,Craft-repair,10,56,0,Priv,MCS,SC,M,White,37,AC,<=50K
698418,25.0,OwnC,0,United-States,Adm-clerical,10,24,0,Priv,NM,SC,F,Black,52,DC,<=50K
114605,40.0,H,0,United-States,Adm-clerical,11,36,0,Priv,MCS,AV,M,White,22,AC,>50K
124971,38.0,NotF,0,United-States,Sales,9,24,0,Priv,NM,HSG,M,White,47,AC,<=50K
167832,40.0,H,0,United-States,Craft-repair,116,34,0,Priv,MCS,10,M,White,37,AC,<=50K
90414,55.0,NotM,0,Ireland,Craft-repair,13,55,0,Priv,MSA,B,F,White,42,DC,<=50K
168730,50.0,H,0,United-States,Sales,10,41,0,Priv,MCS,SC,M,White,72,AC,>50K
114912,60.0,H,3103,United-States,Exec-managerial,13,30,0,Priv,MCS,B,M,White,6243,AC,>50K
462255,40.0,NotF,0,United-States,Exec-managerial,163,32,0,Priv,D,B,F,White,47,DC,<=50K
228373,30.0,OwnC,0,United-States,?,6,17,0,?,NM,10,M,White,82,AC,<=50K
108914,40.0,H,0,United-States,Sales,9,52,0,Priv,MCS,HSG,M,White,87,AC,>50K
259120,10.0,W,0,United-States,?,10,31,0,?,MCS,SC,F,White,92,DC,<=50K
122075,50.0,NotF,0,United-States,Exec-managerial,13,25,0,Priv,NM,B,M,White,62,AC,<=50K
102945,40.0,NotF,0,United-States,Machine-op-inspct,4,49,0,Priv,W,7-8,F,White,77,DC,<=50K
150528,40.0,H,0,United-States,Adm-clerical,13,40,0,Priv,MCS,B,M,White,47,AC,<=50K
130067,65.0,NotF,0,United-States,Exec-managerial,10,27,0,Priv,NM,SC,F,White,92,DC,<=50K
243409,40.0,H,0,Germany,Transport-moving,10,35,0,Priv,MCS,SC,M,White,27,AC,<=50K
186308,50.0,H,0,United-States,Prof-specialty,14,59,0,SGov,MCS,M,M,White,52,AC,<=50K
160155,40.0,H,6418,United-States,?,4,62,0,?,MCS,7-8,M,White,12928,AC,>50K
206339,40.0,H,0,United-States,Other-service,9,60,0,Priv,MCS,HSG,M,White,92,AC,<=50K
389479,50.0,H,0,United-States,?,14,55,0,?,MCS,M,M,White,42,AC,>50K
278557,48.0,H,0,United-States,Craft-repair,131,39,1628,Priv,MCS,AV,M,White,62,AC,<=50K
379940,40.0,H,0,United-States,Prof-specialty,13,63,0,LGov,MCS,B,M,White,37,AC,>50K
241528,40.0,NotM,0,United-States,Prof-specialty,14,43,0,LGov,D,M,F,White,32,DC,<=50K
548361,20.0,H,0,United-States,Tech-support,13,50,0,Priv,MCS,B,M,White,47,AC,>50K
120121,50.0,H,0,United-States,Sales,13,46,0,SelfInc,MCS,B,M,White,72,AC,>50K
32214,40.0,H,0,United-States,Adm-clerical,12,40,0,Priv,MCS,AA,M,White,42,AC,<=50K
131258,50.0,NotF,0,United-States,Prof-specialty,15,53,0,LGov,NM,PS,F,White,57,DC,>50K
39539,99.0,H,0,United-States,Farming-fishing,9,42,0,SelfNotInc,MCS,HSG,M,White,67,AC,>50K
32616,16.0,NotF,0,United-States,Other-service,9,21,1719,Priv,NM,HSG,F,White,52,DC,<=50K
236993,30.0,NotM,0,United-States,Adm-clerical,10,30,0,Priv,NM,SC,F,White,-8,DC,<=50K
99151,40.0,W,0,United-States,Adm-clerical,9,37,0,Priv,MCS,HSG,F,White,112,DC,>50K
90363,40.0,H,0,United-States,Exec-managerial,122,54,0,Priv,MCS,AA,M,White,72,AC,>50K
187830,36.0,NotM,4934,United-States,Tech-support,9,52,0,LGov,D,HSG,M,White,9910,AC,>50K
177277,45.0,H,0,United-States,Machine-op-inspct,9,39,0,Priv,MCS,HSG,M,White,27,AC,>50K
96359,60.0,H,0,Greece,Exec-managerial,13,48,0,Priv,MCS,B,M,White,87,AC,>50K
105422,40.0,H,0,United-States,Prof-specialty,9,29,0,Priv,MCS,HSG,M,White,32,AC,>50K
73025,30.0,H,0,China,Other-service,9,40,0,Priv,MCS,HSG,M,Asian-Pac-Islander,82,AC,<=50K
22211,50.0,H,7688,United-States,Prof-specialty,14,50,0,Priv,MCS,M,M,White,15423,AC,>50K
135568,40.0,H,0,United-States,Handlers-cleaners,9,25,0,Priv,MCS,HSG,M,White,37,AC,<=50K
