residential_status,loan_rate,loan_amount,loan_purpose,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months,loan_approval_status
Mortgage,,15000.0,Health,14.0,12,48,64430,Fair,Yes,0.2,B,146.0,Declined
Mortgage,12.99,12900.0,Personal,9.0,8,34,180000,Good,Yes,0.07,B,101.0,Approved
Mortgage,10.62,2300.0,Home Improvement,0.0,4,24,72800,Very Good,No,0.03,B,53.0,Approved
Renter,13.47,6000.0,Business,6.0,3,23,21996,Good,Yes,0.27,C,39.0,Approved
Renter,15.28,5500.0,Personal,0.0,3,21,44000,Fair,No,0.13,C,45.0,Declined
Renter,7.9,3700.0,Study,3.0,9,28,94000,Excellent,No,0.04,C,114.0,Approved
Owner,7.49,7200.0,Personal,3.0,12,39,62000,Excellent,No,0.12,A,145.0,Approved
Renter,9.64,10000.0,Personal,0.0,4,23,24960,Very Good,No,0.4,C,57.0,Declined
Renter,7.9,30000.0,Study,9.0,4,25,120000,Excellent,No,0.25,C,59.0,Approved
Renter,14.17,2800.0,Personal,5.0,2,24,44000,Good,No,0.06,C,28.0,Declined
Renter,9.91,19600.0,Study,8.0,2,23,45000,Very Good,No,0.44,C,29.0,Declined
Mortgage,15.21,9250.0,Health,5.0,4,22,58650,Fair,No,0.13,B,,Declined
Renter,15.21,3500.0,Health,4.0,10,28,48000,Fair,Yes,0.07,C,123.0,Approved
Renter,15.58,13600.0,Debt Consolidation,12.0,12,36,43000,Fair,Yes,0.32,C,150.0,Declined
Mortgage,10.59,390522172.5,Home Improvement,6.0,10,32,33280,Very Good,No,0.07,B,,Approved
Owner,11.14,4500.0,Home Improvement,0.0,6,29,12000,Very Good,No,0.38,A,78.0,Declined
Mortgage,12.53,25000.0,Business,7.0,2,23,84000,Very Good,No,0.3,B,29.0,Approved
Mortgage,18.84,25000.0,Debt Consolidation,2.0,2,24,88000,Extremely Poor,Yes,0.28,B,30.0,Declined
Renter,11.49,8000.0,Study,3.0,3,23,40000,Very Good,No,0.2,C,45.0,Approved
Renter,15.57,16200.0,Debt Consolidation,2.0,10,30,54000,Fair,,0.3,C,121.0,Declined
Renter,6.91,7500.0,Debt Consolidation,6.0,4,23,21000,Excellent,No,0.36,C,53.0,Declined
Renter,,3000.0,Debt Consolidation,0.0,4,22,24000,Good,No,0.13,C,58.0,Declined
Mortgage,5.42,5000.0,Home Improvement,8.0,2,24,118000,Excellent,No,0.04,B,28.0,Approved
Renter,12.99,7175.0,Study,3.0,7,32,40100,Good,Yes,0.18,C,88.0,Approved
Renter,11.58,1200.0,Debt Consolidation,3.0,4,25,55000,Very Good,No,0.02,C,49.0,Approved
Renter,16.63,18000.0,Debt Consolidation,2.0,2,24,43400,Poor,,0.41,C,32.0,Declined
Renter,9.45,4800.0,Personal,2.0,4,25,45000,Very Good,No,0.11,C,54.0,Approved
Mortgage,10.62,25000.0,Business,1.0,2,24,70000,Very Good,No,0.36,B,34.0,Approved
Mortgage,13.49,6000.0,Personal,7.0,3,23,140000,Good,,0.04,B,40.0,Approved
Mortgage,,4800.0,Health,6.0,7,28,99400,Very Good,No,0.05,B,89.0,Approved
Renter,,10000.0,Study,3.0,3,22,39000,Fair,Yes,0.26,C,41.0,Declined
Renter,15.65,2775.0,Home Improvement,0.0,12,37,25000,Fair,No,0.11,C,155.0,Declined
Mortgage,12.73,15000.0,Study,7.0,4,23,95000,Good,Yes,0.16,B,56.0,Approved
Renter,,20000.0,Health,6.0,3,24,50866,Very Good,No,0.39,C,37.0,Declined
Mortgage,8.32,7100.0,Health,6.0,5,29,39000,Excellent,No,0.18,B,65.0,Approved
Renter,7.9,5450.0,Study,7.0,4,26,83004,Excellent,No,0.07,C,57.0,Approved
Renter,7.49,3000.0,Business,2.0,3,24,30000,Excellent,No,0.1,C,41.0,Approved
Mortgage,11.48,6000.0,Home Improvement,3.0,8,28,75000,Very Good,No,0.08,B,100.0,Approved
Mortgage,8.59,8000.0,Study,4.0,5,31,56000,Excellent,No,0.14,B,69.0,Approved
Renter,14.54,10000.0,Business,0.0,7,28,30000,Fair,No,0.33,C,86.0,Declined
Renter,12.18,4000.0,Home Improvement,2.0,4,23,35000,Very Good,No,0.11,C,59.0,Declined
Mortgage,7.88,526439203.12500006,Business,5.0,7,28,95000,Excellent,No,0.05,B,90.0,Approved
Renter,5.79,3500.0,Study,1.0,2,21,35100,Excellent,No,0.1,C,26.0,Approved
Renter,16.0,24250.0,Health,18.0,13,39,78200,Fair,Yes,0.26,C,161.0,Declined
Renter,7.51,7000.0,Study,3.0,4,23,50000,Excellent,,0.14,C,,Approved
Renter,7.29,8400.0,Business,2.0,9,35,49872,Excellent,No,0.17,C,112.0,Approved
Mortgage,7.9,35000.0,Business,6.0,8,29,95000,Excellent,No,0.37,B,99.0,Approved
Mortgage,9.63,7000.0,Business,2.0,8,28,92004,Excellent,No,0.08,B,,Approved
Renter,,2500.0,Personal,2.0,2,22,14400,Poor,No,0.17,C,35.0,Declined
Mortgage,9.63,35000.0,Study,12.0,5,28,95000,Very Good,No,0.37,B,68.0,Approved
Mortgage,7.49,7000.0,Personal,3.0,23,61,53000,Excellent,No,0.13,B,287.0,Approved
Renter,13.22,20000.0,Personal,6.0,3,23,93000,Good,No,0.22,C,39.0,Declined
Renter,10.75,12000.0,Business,5.0,4,21,56000,Very Good,No,0.21,C,49.0,Approved
Mortgage,14.74,20000.0,Debt Consolidation,11.0,9,27,151000,Fair,Yes,0.13,B,115.0,Declined
Renter,13.49,3000.0,Personal,5.0,17,41,85000,Good,,0.04,C,209.0,Approved
Owner,11.36,10000.0,Business,4.0,8,29,55000,Very Good,No,0.18,A,102.0,Approved
Mortgage,6.62,12000.0,Personal,7.0,3,23,92000,Excellent,No,0.13,B,,Approved
Mortgage,9.88,10000.0,Business,6.0,4,22,50000,Very Good,No,0.2,B,50.0,Approved
Mortgage,,17000.0,Business,5.0,10,31,90000,Excellent,No,0.19,B,123.0,Approved
Renter,18.78,18000.0,Home Improvement,3.0,20,51,80000,Very Poor,Yes,0.23,C,247.0,Approved
Mortgage,10.75,25000.0,Debt Consolidation,4.0,9,33,175000,Very Good,No,0.14,B,119.0,Approved
Mortgage,12.42,11200.0,Debt Consolidation,11.0,11,37,71000,Very Good,No,0.16,B,,Approved
Renter,,7500.0,Debt Consolidation,0.0,6,27,90000,Very Good,No,0.08,C,75.0,Approved
Renter,,4800.0,Study,0.0,4,23,30000,Very Good,No,0.16,C,,Approved
Mortgage,7.51,18000.0,Study,9.0,4,25,95004,Excellent,No,0.19,B,52.0,Approved
Renter,12.99,4800.0,Health,1.0,10,31,54000,Good,Yes,0.09,C,127.0,Approved
Renter,11.34,16000.0,Study,5.0,8,31,85000,Good,Yes,0.19,C,100.0,Approved
Mortgage,,4000.0,Study,3.0,6,29,30000,Very Good,No,0.13,B,79.0,Approved
Renter,15.27,7200.0,Business,,8,29,30000,Good,Yes,0.24,C,99.0,Approved
Mortgage,14.65,1500.0,Business,5.0,2,25,92700,Good,Yes,0.02,B,35.0,Approved
Renter,8.07,4000.0,Debt Consolidation,4.0,10,32,21600,Excellent,,0.19,C,125.0,Approved
Mortgage,6.54,5575.0,Health,7.0,3,23,97781,Excellent,No,0.06,B,42.0,Approved
Renter,11.12,15000.0,Health,6.0,2,24,51000,Very Good,,0.29,C,33.0,Approved
Mortgage,7.51,6000.0,Health,9.0,4,25,75181,Excellent,No,0.08,B,53.0,Approved
Mortgage,7.68,8500.0,Debt Consolidation,1.0,4,22,28500,Excellent,No,0.3,B,54.0,Approved
Mortgage,10.37,1500.0,Debt Consolidation,7.0,4,22,80000,Very Good,No,0.02,B,53.0,Approved
Mortgage,14.27,2000.0,Home Improvement,5.0,4,21,33000,Good,No,0.06,B,53.0,Declined
Renter,7.9,7000.0,Study,1.0,4,23,36000,Excellent,No,0.19,C,59.0,Approved
Owner,7.88,14000.0,Personal,2.0,12,41,47000,Excellent,No,0.3,A,145.0,Approved
Renter,12.84,6000.0,Study,2.0,2,23,42996,Good,Yes,0.14,C,25.0,Approved
Owner,12.53,24000.0,Personal,9.0,9,35,60000,Very Good,No,0.4,A,117.0,Approved
Renter,11.86,1500.0,Study,2.0,2,21,15600,Very Good,No,0.1,C,32.0,Approved
Renter,16.77,16800.0,Health,6.0,2,22,58650,Fair,No,0.24,C,33.0,Declined
Mortgage,13.23,15000.0,Home Improvement,4.0,11,37,39700,Good,Yes,0.38,B,136.0,Approved
Renter,13.43,15000.0,Home Improvement,18.0,5,35,60000,Good,No,0.25,C,64.0,Approved
Mortgage,7.9,12000.0,Personal,0.0,3,23,65000,Excellent,No,0.18,B,41.0,Approved
Owner,12.99,4000.0,Study,4.0,6,27,24000,Good,No,0.17,A,,Approved
Renter,10.74,18225.0,Business,4.0,3,23,50000,Very Good,No,0.36,C,45.0,Declined
Renter,14.84,7000.0,Home Improvement,4.0,2,25,72700,Fair,Yes,0.1,C,28.0,Approved
Mortgage,15.33,8000.0,Health,4.0,3,23,68000,Fair,No,0.1,B,39.0,Declined
Renter,8.0,6000.0,Business,5.0,4,25,80000,Excellent,No,0.07,C,51.0,Approved
Mortgage,13.06,7000.0,Debt Consolidation,5.0,9,28,44000,Good,,0.16,B,115.0,Approved
Renter,5.42,10000.0,Personal,4.0,3,23,42000,Excellent,No,0.24,C,44.0,Approved
Renter,15.62,24000.0,Business,7.0,4,24,110000,Fair,No,0.22,C,,Approved
Mortgage,7.66,10000.0,Health,5.0,4,21,62316,Excellent,No,0.16,B,52.0,Approved
Renter,13.49,5000.0,Health,6.0,8,27,40752,Good,No,0.12,C,106.0,Approved
Renter,16.59,191432437.5,Health,4.0,2,25,24000,Fair,No,0.08,C,,Approved
Renter,14.35,4000.0,Health,0.0,2,25,23920,Good,No,0.17,C,32.0,Approved
Renter,11.26,2000.0,Debt Consolidation,2.0,10,35,37000,Very Good,No,0.05,C,126.0,Approved
Renter,10.74,4000.0,Personal,1.0,9,27,39000,Very Good,No,0.1,C,117.0,Approved
Mortgage,12.69,8000.0,Study,5.0,3,23,38000,Very Good,No,0.21,B,41.0,Approved
Renter,11.12,1700.0,Business,3.0,8,29,18000,Very Good,No,0.09,C,103.0,Approved
Renter,11.49,4900.0,Health,2.0,2,25,32400,Very Good,No,0.15,C,31.0,Declined
Owner,10.99,5600.0,Business,3.0,9,33,66000,Very Good,No,0.08,A,,Approved
Renter,9.88,10000.0,Personal,3.0,2,22,26400,Very Good,No,0.38,C,34.0,Declined
Mortgage,10.75,6000.0,Debt Consolidation,12.0,8,28,46097,Very Good,No,0.13,B,102.0,Approved
Renter,13.11,5000.0,Study,3.0,10,29,17676,Good,Yes,0.28,C,125.0,Declined
Owner,13.47,7500.0,Business,1.0,6,27,47900,Good,No,0.16,A,77.0,Approved
Mortgage,5.42,402008118.75000006,Business,4.0,7,29,66000,Excellent,No,0.05,B,91.0,Approved
Renter,10.71,1500.0,Debt Consolidation,3.0,2,23,42000,Very Good,No,0.04,C,31.0,Approved
Renter,8.49,17975.0,Debt Consolidation,2.0,8,33,30000,Excellent,No,0.6,C,107.0,Declined
Renter,9.99,19200.0,Debt Consolidation,,8,27,82000,Very Good,No,0.23,C,100.0,Approved
Mortgage,12.53,6250.0,Debt Consolidation,3.0,9,29,120000,Good,No,0.05,B,,Approved
Mortgage,7.51,7400.0,Study,3.0,6,34,31075,Excellent,No,0.24,B,83.0,Approved
Owner,15.27,10000.0,Personal,1.0,6,35,53000,Good,Yes,0.19,A,77.0,Approved
Renter,13.79,11000.0,Study,1.0,6,34,44000,Good,Yes,0.25,C,80.0,Approved
Renter,14.54,20000.0,Study,0.0,13,40,86000,Fair,Yes,0.23,C,167.0,Declined
Mortgage,13.04,5400.0,Debt Consolidation,4.0,3,26,77000,Good,Yes,0.07,B,,Approved
Renter,6.91,10000.0,Business,3.0,9,30,81004,Excellent,No,0.12,C,117.0,Approved
Mortgage,12.69,18000.0,Personal,8.0,9,29,180396,Very Good,No,0.1,B,111.0,Approved
Mortgage,,6400.0,Business,5.0,3,21,30000,Very Good,No,0.21,B,38.0,Approved
Renter,13.22,10000.0,Home Improvement,2.0,5,28,110000,Good,No,0.09,C,62.0,Approved
Renter,13.48,3500.0,Business,0.0,2,22,18000,Good,Yes,0.19,C,33.0,Declined
Mortgage,,10000.0,Debt Consolidation,6.0,5,28,100000,Very Good,,0.1,B,66.0,Approved
Owner,13.57,25000.0,Personal,0.0,10,31,86500,Good,Yes,0.29,A,126.0,Approved
Renter,10.59,1600.0,Personal,9.0,8,27,51000,Very Good,No,0.03,C,105.0,Approved
Owner,11.97,5000.0,Health,1.0,9,31,51320,Good,Yes,0.1,A,,Approved
Mortgage,8.49,5125.0,Home Improvement,18.0,5,34,63500,Excellent,No,0.08,B,63.0,Approved
Renter,,4000.0,Business,3.0,3,22,48000,Excellent,No,0.08,C,44.0,Approved
Renter,7.66,10000.0,Study,5.0,4,21,38400,Excellent,No,0.26,C,56.0,Approved
Mortgage,6.92,10000.0,Business,0.0,3,23,87200,Excellent,No,0.11,B,37.0,Approved
Mortgage,10.99,9450.0,Home Improvement,9.0,8,35,78000,Very Good,No,0.12,B,98.0,Approved
Renter,17.19,8400.0,Study,4.0,10,34,102000,Poor,Yes,0.08,C,125.0,Approved
Mortgage,15.68,8000.0,Personal,9.0,2,25,178364,Poor,Yes,0.04,B,31.0,Approved
Renter,11.71,4000.0,Personal,,3,25,24000,Very Good,No,0.17,C,43.0,Approved
Renter,11.48,15000.0,Health,1.0,4,23,56525,Very Good,No,0.23,C,51.0,Declined
Renter,9.99,8000.0,Debt Consolidation,6.0,5,33,34000,Very Good,,0.24,C,69.0,Approved
Renter,,1347684360.0,Study,0.0,4,24,56000,Very Good,No,0.23,C,54.0,Approved
Mortgage,9.63,15250.0,Personal,0.0,2,26,52500,Very Good,,0.29,B,,Approved
Renter,12.61,5000.0,Health,6.0,13,36,40000,Good,No,0.13,C,163.0,Approved
Mortgage,,30000.0,Personal,9.0,4,25,77800,Very Good,No,0.39,B,55.0,Approved
Renter,10.75,5000.0,Health,0.0,6,31,75000,Very Good,No,0.07,C,79.0,Approved
Mortgage,14.27,11200.0,Health,13.0,5,31,179000,Good,No,0.06,B,70.0,Approved
Renter,11.86,8000.0,Personal,2.0,3,22,91000,Very Good,No,0.09,C,39.0,Approved
Renter,12.18,3200.0,Business,1.0,16,41,42000,Very Good,No,0.08,C,,Approved
Mortgage,13.35,4000.0,Health,,5,31,56400,Good,No,0.07,B,63.0,Declined
Owner,7.9,5875.0,Home Improvement,4.0,12,36,17640,Excellent,No,0.33,A,,Declined
Renter,11.49,12000.0,Business,8.0,2,24,56000,Very Good,No,0.21,C,26.0,Approved
Renter,13.23,3000.0,Study,4.0,2,23,23500,Good,Yes,0.13,C,30.0,Approved
Owner,7.9,7000.0,Health,8.0,4,24,27600,Excellent,,0.25,A,49.0,Approved
Mortgage,13.8,25000.0,Home Improvement,14.0,6,30,125000,Good,No,0.2,B,83.0,Approved
Renter,13.48,15000.0,Personal,6.0,8,28,28896,Good,Yes,0.52,C,99.0,Declined
Mortgage,10.74,6000.0,Business,6.0,3,22,57600,Very Good,,0.1,B,44.0,Approved
Renter,9.91,28000.0,Business,1.0,6,35,115000,Very Good,No,0.24,C,79.0,Approved
Mortgage,5.79,3000.0,Personal,0.0,2,26,47000,Excellent,No,0.06,B,34.0,Approved
Mortgage,,4000.0,Business,3.0,17,47,50000,Good,Yes,0.08,B,,Approved
Mortgage,14.27,15000.0,Health,3.0,2,24,35000,Good,No,0.43,B,27.0,Approved
Mortgage,14.65,16000.0,Home Improvement,7.0,2,24,64000,Good,No,0.25,B,32.0,Declined
Mortgage,,16000.0,Personal,10.0,6,28,72087,Good,No,0.22,B,83.0,Approved
Mortgage,16.49,10000.0,Personal,4.0,12,49,82000,Fair,Yes,0.12,B,150.0,Approved
Renter,11.71,4600.0,Study,0.0,3,23,33000,Very Good,No,0.14,C,38.0,Approved
Renter,11.49,5000.0,Study,0.0,2,23,28800,Very Good,No,0.17,C,30.0,Approved
Renter,10.83,18200.0,Debt Consolidation,1.0,14,42,45000,Very Good,No,0.4,C,169.0,Declined
Owner,14.84,6000.0,Debt Consolidation,7.0,5,30,60000,Fair,,0.1,A,63.0,Approved
Mortgage,14.74,20000.0,Health,12.0,8,28,92801,Fair,Yes,0.18,B,99.0,Declined
Renter,11.89,6500.0,Study,6.0,4,21,21000,Very Good,,0.31,C,,Declined
Mortgage,10.99,3300.0,Study,1.0,3,22,45000,Very Good,No,0.07,B,47.0,Approved
Mortgage,14.74,20000.0,Health,9.0,2,25,61200,Fair,,0.28,B,27.0,Declined
Renter,12.42,5000.0,Study,2.0,2,26,30000,Very Good,No,0.17,C,,Declined
Renter,7.29,9000.0,Personal,6.0,2,24,56000,Excellent,No,0.16,C,33.0,Approved
Renter,14.35,21600.0,Debt Consolidation,2.0,3,26,63000,Good,Yes,0.34,C,,Declined
Mortgage,,35000.0,Business,6.0,2,22,106000,Excellent,No,0.33,B,30.0,Approved
Owner,14.27,8875.0,Home Improvement,3.0,8,34,30000,Good,Yes,0.3,A,97.0,Approved
Mortgage,9.91,3650.0,Home Improvement,1.0,3,24,12960,Very Good,No,0.28,B,45.0,Declined
Mortgage,8.49,3500.0,Personal,11.0,9,27,42000,Excellent,No,0.08,B,114.0,Approved
Renter,10.99,5000.0,Study,2.0,2,25,42288,Very Good,No,0.12,C,32.0,Approved
Renter,14.72,3250.0,Personal,4.0,16,39,28800,Good,No,0.11,C,203.0,Approved
Mortgage,13.61,13000.0,Personal,8.0,4,24,130000,Good,No,0.1,B,56.0,Approved
Mortgage,7.29,8000.0,Personal,5.0,3,24,27360,Excellent,No,0.29,B,45.0,Approved
Mortgage,15.37,25000.0,Study,4.0,7,29,450000,Fair,No,0.06,B,85.0,Approved
Renter,11.49,5250.0,Debt Consolidation,12.0,8,28,39000,Very Good,No,0.13,C,97.0,Approved
Mortgage,12.87,10000.0,Health,0.0,4,25,34000,Good,Yes,0.29,B,58.0,Approved
Renter,8.0,1000.0,Study,1.0,16,38,25000,Excellent,No,0.04,C,201.0,Approved
Mortgage,8.88,1800.0,Business,,4,23,68400,Very Good,,0.03,B,52.0,Approved
Renter,7.51,6400.0,Study,0.0,3,24,76800,Excellent,No,0.08,C,42.0,Approved
Mortgage,,4500.0,Study,1.0,4,23,75000,Poor,Yes,0.06,B,,Approved
Mortgage,14.54,20000.0,Debt Consolidation,4.0,3,25,102996,Fair,Yes,0.19,B,47.0,Declined
Mortgage,7.74,6600.0,Business,9.0,17,47,1362000,Excellent,No,0.0,B,210.0,Approved
Renter,16.02,6000.0,Debt Consolidation,7.0,2,23,69000,Fair,Yes,0.09,C,26.0,Declined
Mortgage,,1500.0,Health,8.0,6,28,60000,Good,Yes,0.03,B,75.0,Approved
Renter,7.14,4800.0,Home Improvement,2.0,2,24,72096,Excellent,No,0.07,C,31.0,Approved
Renter,17.56,25000.0,Personal,3.0,5,30,150000,Poor,No,0.17,C,66.0,Approved
Mortgage,9.99,4000.0,Health,3.0,2,26,62004,Very Good,No,0.06,B,30.0,Approved
Renter,7.37,3600.0,Personal,0.0,3,22,42000,Excellent,No,0.09,C,42.0,Approved
Renter,12.84,3000.0,Health,0.0,3,22,58992,Good,Yes,0.05,C,43.0,Declined
Renter,19.03,1000.0,Health,2.0,4,25,32000,Poor,,0.03,C,49.0,Declined
Owner,9.32,3700.0,Health,3.0,5,35,15000,Excellent,No,0.25,A,66.0,Declined
Mortgage,10.0,1200.0,Study,2.0,5,32,78400,Very Good,,0.02,B,62.0,Approved
Mortgage,12.84,12800.0,Debt Consolidation,3.0,12,37,51000,Good,No,0.25,B,145.0,Approved
Renter,10.62,10000.0,Study,3.0,3,21,36000,Very Good,No,0.28,C,47.0,Approved
Renter,7.9,5575.0,Personal,,4,24,20485,Excellent,No,0.27,C,49.0,Approved
Mortgage,6.62,9400.0,Study,7.0,3,23,98280,Excellent,No,0.1,B,47.0,Approved
Renter,12.99,17600.0,Health,,2,25,59256,Good,No,0.3,C,28.0,Approved
Renter,13.48,11200.0,Health,0.0,8,28,46739,Good,No,0.24,C,98.0,Approved
Renter,,5000.0,Health,4.0,9,30,46044,Very Good,,0.11,C,119.0,Approved
Mortgage,6.99,19000.0,Health,,3,24,42000,Excellent,No,0.45,B,46.0,Declined
Renter,,6000.0,Home Improvement,2.0,12,36,44000,Poor,No,0.14,C,145.0,Declined
Mortgage,5.42,12000.0,Business,7.0,2,25,62000,Excellent,No,0.19,B,34.0,Approved
Mortgage,13.48,25000.0,Personal,4.0,2,25,155796,Good,No,0.16,B,28.0,Approved
Renter,9.91,10000.0,Home Improvement,4.0,4,25,24000,Very Good,No,0.42,C,51.0,Declined
Mortgage,15.31,15000.0,Personal,7.0,4,23,90000,Fair,Yes,0.17,B,58.0,Approved
Mortgage,17.93,25000.0,Personal,9.0,2,24,92000,Poor,Yes,0.27,B,,Approved
Renter,14.26,1600.0,Health,1.0,4,22,48000,Good,No,0.03,C,57.0,Approved
Renter,7.51,1800.0,Personal,3.0,4,24,33660,Excellent,No,0.05,C,54.0,Approved
Owner,12.68,7000.0,Business,2.0,10,32,40000,Good,Yes,0.17,A,131.0,Approved
Mortgage,,13000.0,Business,4.0,10,27,52656,Very Good,No,0.25,B,122.0,Approved
Renter,12.99,9600.0,Personal,6.0,2,24,94000,Good,Yes,0.1,C,,Approved
Mortgage,7.49,670013531.25,Personal,5.0,13,47,33888,Excellent,No,0.21,B,158.0,Approved
Mortgage,13.49,6000.0,Home Improvement,6.0,2,22,73000,Good,Yes,0.08,B,33.0,Declined
Mortgage,,10625.0,Health,,2,23,28800,Excellent,No,0.37,B,31.0,Approved
Renter,7.66,12000.0,Study,0.0,14,38,125000,Excellent,No,0.1,C,177.0,Approved
Mortgage,10.08,7500.0,Debt Consolidation,2.0,9,33,75000,Very Good,No,0.1,B,,Declined
Mortgage,,5000.0,Study,0.0,9,35,38400,Excellent,No,0.13,B,112.0,Approved
Mortgage,12.53,6000.0,Home Improvement,2.0,11,40,41000,Good,No,0.15,B,133.0,Approved
Mortgage,,19400.0,Debt Consolidation,0.0,6,29,105996,Very Good,No,0.18,B,82.0,Approved
Mortgage,11.11,20000.0,Debt Consolidation,4.0,9,30,83000,Very Good,No,0.24,B,113.0,Approved
Renter,7.4,8000.0,Home Improvement,2.0,7,29,73000,Excellent,,0.11,C,94.0,Approved
Renter,13.22,20000.0,Home Improvement,4.0,9,27,72000,Good,No,0.28,C,113.0,Declined
Renter,11.71,10000.0,Business,6.0,2,22,52000,Very Good,No,0.19,C,30.0,Approved
Owner,,14000.0,Business,2.0,8,27,48000,Good,No,0.29,A,99.0,Approved
Mortgage,,1818608156.2500002,Health,0.0,4,21,60000,Good,Yes,0.17,B,51.0,Approved
Mortgage,5.42,14400.0,Health,0.0,8,28,135000,Excellent,No,0.11,B,98.0,Approved
Renter,,7000.0,Study,7.0,3,23,89000,Good,No,0.08,C,38.0,Approved
Renter,13.98,12000.0,Study,7.0,15,37,65000,Good,No,0.18,C,185.0,Approved
Mortgage,12.98,5600.0,Personal,8.0,4,24,110000,Good,Yes,0.05,B,55.0,Approved
Mortgage,5.79,6300.0,Business,0.0,4,26,80000,Excellent,No,0.08,B,53.0,Approved
Owner,7.51,10000.0,Health,4.0,3,23,36996,Excellent,No,0.27,A,46.0,Approved
Renter,10.37,12000.0,Health,4.0,3,25,70000,Very Good,No,0.17,C,45.0,Approved
Renter,13.55,1244310843.75,Business,3.0,13,42,100000,Fair,Yes,0.1,C,164.0,Approved
Renter,12.18,10000.0,Personal,4.0,6,34,69204,Very Good,No,0.14,C,83.0,Approved
Owner,8.94,3000.0,Personal,2.0,3,24,20000,Excellent,No,0.15,A,47.0,Approved
Mortgage,15.23,6000.0,Personal,9.0,3,25,48902,Good,Yes,0.12,B,42.0,Declined
Renter,13.48,10000.0,Business,11.0,16,49,69000,Good,No,0.14,C,199.0,Approved
Renter,13.85,6250.0,Study,2.0,3,21,21000,Good,No,0.3,C,40.0,Approved
Renter,7.66,13000.0,Health,3.0,4,23,60000,Excellent,No,0.22,C,53.0,Declined
Mortgage,7.49,12225.0,Personal,4.0,4,25,154000,Excellent,No,0.08,B,52.0,Approved
Mortgage,13.92,15000.0,Debt Consolidation,5.0,2,22,70000,Good,No,0.21,B,27.0,Approved
Renter,16.49,21000.0,Home Improvement,2.0,3,25,100000,Fair,Yes,0.21,C,47.0,Declined
Renter,7.88,2100.0,Health,2.0,8,34,21000,Excellent,No,0.1,C,106.0,Approved
Mortgage,9.91,18000.0,Study,5.0,2,23,40000,Very Good,No,0.45,B,35.0,Approved
Renter,12.69,10000.0,Business,10.0,2,26,88000,Very Good,No,0.11,C,29.0,Approved
Renter,13.16,7750.0,Study,4.0,3,21,26000,Good,Yes,0.3,C,,Approved
Renter,13.98,10000.0,Personal,7.0,9,27,43080,Good,No,0.23,C,115.0,Approved
Renter,17.04,20000.0,Personal,1.0,3,24,54000,Poor,Yes,0.37,C,42.0,Declined
Renter,7.66,287148656.25,Debt Consolidation,4.0,4,23,44000,Excellent,No,0.07,C,57.0,Declined
Mortgage,7.9,18650.0,Business,9.0,4,25,50000,Excellent,No,0.37,B,51.0,Approved
Renter,13.57,13000.0,Study,4.0,4,26,33800,Good,No,0.38,C,59.0,Declined
Renter,,2400.0,Study,1.0,2,22,35000,Good,Yes,0.07,C,30.0,Approved
Mortgage,16.63,22000.0,Health,9.0,6,31,60000,Poor,No,0.37,B,75.0,Declined
Owner,7.49,3800.0,Business,1.0,9,34,15523,Excellent,No,0.24,A,116.0,Declined
Renter,6.76,4150.0,Health,2.0,3,21,30000,Excellent,No,0.14,C,39.0,Approved
Mortgage,7.49,13000.0,Personal,8.0,2,24,54000,Excellent,No,0.24,B,27.0,Approved
Mortgage,8.59,4800.0,Health,1.0,9,27,57996,Excellent,No,0.08,B,112.0,Approved
Renter,14.27,10000.0,Study,4.0,3,23,44160,Good,Yes,0.23,C,45.0,Approved
Mortgage,7.51,26000.0,Debt Consolidation,8.0,10,30,105000,Excellent,No,0.25,B,123.0,Approved
Renter,11.83,13000.0,Health,3.0,3,24,84000,Very Good,No,0.15,C,37.0,Approved
Mortgage,9.45,20000.0,Debt Consolidation,5.0,8,28,44500,Very Good,No,0.45,B,107.0,Approved
Mortgage,5.42,3200.0,Debt Consolidation,15.0,6,33,63996,Excellent,No,0.05,B,74.0,Approved
Renter,11.36,25000.0,Study,5.0,4,25,135000,Very Good,No,0.19,C,59.0,Approved
Owner,6.03,12000.0,Health,6.0,3,21,90000,Excellent,No,0.13,A,38.0,Approved
Owner,13.16,4500.0,Study,9.0,4,25,12000,Good,Yes,0.38,A,51.0,Declined
Renter,11.11,1500.0,Personal,4.0,5,31,28452,Very Good,No,0.05,C,65.0,Approved
Renter,9.63,4800.0,Debt Consolidation,6.0,10,28,38100,Very Good,No,0.13,C,,Declined
Mortgage,10.25,24000.0,Study,15.0,5,31,64000,Very Good,No,0.38,B,62.0,Approved
Mortgage,10.65,15000.0,Health,9.0,9,29,85000,Very Good,No,0.18,B,110.0,Approved
Renter,13.49,3800.0,Personal,8.0,3,26,47000,Good,No,0.08,C,39.0,Approved
Mortgage,,10000.0,Health,10.0,5,31,80000,Excellent,No,0.13,B,61.0,Approved
Renter,8.9,16000.0,Debt Consolidation,8.0,3,24,42856,Excellent,No,0.37,C,43.0,Declined
Renter,7.29,7000.0,Business,3.0,3,22,32769,Excellent,No,0.21,C,39.0,Approved
Mortgage,7.51,7000.0,Study,6.0,4,22,123000,Excellent,No,0.06,B,49.0,Approved
Mortgage,11.14,6500.0,Study,0.0,2,26,68500,Very Good,No,0.09,B,,Approved
