residential_status,loan_rate,loan_amount,loan_purpose,loan_approval_status,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months
Mortgage,10.38,2500,Health,Approved,4.0,4,24,85000,Very Good,No,0.03,B,58
Mortgage,,24000,Debt Consolidation,Approved,1.0,6,28,105000,Excellent,No,0.23,B,76
Mortgage,13.47,8500,Home Improvement,Approved,2.0,5,29,125000,Good,Yes,0.07,B,68
Renter,12.87,3500,Personal,Approved,0.0,13,44,37000,Good,No,0.09,C,158
Mortgage,15.21,7500,Study,Approved,0.0,3,26,175000,Fair,No,0.04,B,44
Mortgage,7.51,10000,Study,Approved,7.0,3,23,120000,Excellent,No,0.08,B,44
Mortgage,,4800,Health,Approved,12.0,8,27,45336,Very Good,No,0.11,B,106
Renter,15.58,25000,Study,Approved,7.0,7,32,90000,Fair,No,0.28,C,86
Renter,8.49,10000,Personal,Approved,2.0,3,26,50000,Excellent,No,0.2,C,45
Renter,11.12,15000,Business,Approved,6.0,5,31,60000,Very Good,No,0.25,C,65
Renter,9.88,4000,Health,Approved,1.0,6,32,78000,Very Good,No,0.05,C,75
Renter,11.49,17700,Debt Consolidation,Approved,6.0,2,22,65000,Very Good,No,0.27,C,28
Mortgage,12.18,2500,Personal,Declined,7.0,4,26,38340,Very Good,No,0.07,B,57
Mortgage,7.49,6500,Business,Approved,9.0,3,25,55000,Excellent,No,0.12,B,43
Mortgage,,10000,Business,Approved,9.0,5,29,56700,Good,Yes,0.18,B,68
Renter,10.0,15000,Home Improvement,Declined,1.0,6,31,30000,Very Good,No,0.5,C,79
Mortgage,,20000,Health,Declined,1.0,7,34,59000,Good,Yes,0.34,B,87
Mortgage,12.42,3000,Study,Approved,12.0,5,28,81996,Very Good,No,0.04,B,61
Mortgage,8.88,12000,Business,Approved,12.0,7,30,98000,Very Good,No,0.12,B,91
Mortgage,14.42,15000,Home Improvement,Approved,11.0,5,29,105000,Fair,Yes,0.14,B,68
Renter,11.36,24250,Home Improvement,Approved,0.0,2,25,115200,Very Good,No,0.21,C,31
Mortgage,13.99,25000,Study,Approved,1.0,4,24,120000,Fair,No,0.21,B,59
Renter,6.62,10625,Health,Declined,4.0,5,27,33000,Excellent,No,0.32,C,71
Mortgage,9.91,15000,Health,Approved,8.0,3,24,55000,Very Good,No,0.27,B,40
Renter,15.68,19000,Business,Declined,12.0,5,33,56136,Poor,Yes,0.34,C,68
Renter,8.88,10000,Personal,Approved,13.0,8,29,96500,Very Good,No,0.1,C,101
Renter,5.42,1500,Health,Approved,2.0,3,26,18700,Excellent,No,0.08,C,46
Mortgage,13.48,12000,Home Improvement,Approved,3.0,10,31,90000,Good,No,0.13,B,123
Owner,9.63,8000,Home Improvement,Approved,9.0,2,25,42000,Excellent,No,0.19,A,26
Renter,9.99,25000,Debt Consolidation,Declined,4.0,16,45,60000,Very Good,No,0.42,C,201
Renter,12.42,6000,Personal,Approved,9.0,3,25,26500,Very Good,No,0.23,C,37
Renter,13.99,2500,Personal,Approved,0.0,8,28,26004,Good,Yes,0.1,C,99
Renter,,10000,Home Improvement,Approved,4.0,6,33,75000,Excellent,No,0.13,C,73
Renter,7.66,18500,Health,Declined,2.0,4,22,38000,Excellent,No,0.49,C,54
Renter,,10000,Business,Approved,3.0,4,21,35364,Very Good,No,0.28,C,55
Mortgage,13.06,10000,Study,Approved,6.0,13,47,204000,Good,Yes,0.05,B,164
Renter,11.97,7500,Study,Approved,8.0,4,23,57000,Good,No,0.13,C,58
Renter,12.99,18500,Health,Declined,14.0,5,30,60000,Good,No,0.31,C,67
Renter,18.64,35000,Personal,Declined,0.0,7,33,138000,Poor,Yes,0.25,C,87
Mortgage,10.0,9000,Study,Approved,5.0,2,22,62000,Very Good,No,0.15,B,26
Renter,11.26,10000,Debt Consolidation,Approved,2.0,6,29,50000,Very Good,No,0.2,C,81
Renter,,6000,Business,Approved,2.0,9,32,35000,Very Good,No,0.17,C,116
Mortgage,9.63,8800,Study,Approved,6.0,3,23,65748,Excellent,No,0.13,B,45
Renter,17.19,8400,Study,Approved,4.0,10,34,102000,Poor,Yes,0.08,C,125
Renter,7.4,1000,Study,Approved,5.0,3,24,45000,Excellent,No,0.02,C,46
Mortgage,7.51,10000,Personal,Approved,11.0,9,27,82000,Excellent,No,0.12,B,113
Mortgage,7.29,10000,Health,Approved,9.0,2,25,42504,Excellent,No,0.24,B,25
Renter,9.62,7000,Health,Declined,6.0,4,22,30000,Very Good,No,0.23,C,49
Mortgage,11.83,25000,Debt Consolidation,Approved,3.0,3,24,130000,Very Good,No,0.19,B,39
Renter,10.99,9600,Debt Consolidation,Approved,7.0,5,28,34000,Very Good,No,0.28,C,65
Mortgage,13.06,3500,Personal,Approved,8.0,3,24,36000,Good,Yes,0.1,B,46
Mortgage,7.9,35000,Business,Approved,6.0,8,29,95000,Excellent,No,0.37,B,99
Mortgage,7.88,8800,Home Improvement,Approved,,13,43,125000,Excellent,No,0.07,B,163
Mortgage,18.53,7200,Debt Consolidation,Declined,1.0,2,25,77000,Very Poor,No,0.09,B,26
Renter,9.91,21000,Study,Approved,1.0,3,22,93000,Very Good,No,0.23,C,46
Mortgage,11.49,12000,Health,Approved,5.0,3,22,93218,Very Good,No,0.13,B,39
Renter,14.61,4000,Business,Declined,0.0,2,22,14400,Fair,No,0.28,C,33
Mortgage,11.86,5000,Study,Declined,2.0,16,39,73000,Very Good,No,0.07,B,197
Owner,15.27,4000,Health,Approved,,4,23,25000,Good,Yes,0.16,A,49
Mortgage,11.99,7250,Debt Consolidation,Approved,10.0,11,38,49000,Very Good,No,0.15,B,139
Renter,15.07,5000,Personal,Declined,0.0,4,24,27500,Poor,Yes,0.18,C,52
Mortgage,14.22,16000,Health,Declined,0.0,4,24,91800,Good,No,0.15,B,49
Renter,5.79,3000,Home Improvement,Approved,8.0,4,24,120390,Excellent,No,0.02,C,55
Renter,13.85,6600,Debt Consolidation,Approved,3.0,4,26,41000,Good,Yes,0.16,C,56
Mortgage,15.68,3250,Debt Consolidation,Declined,5.0,2,21,12000,Poor,Yes,0.27,B,31
Renter,15.62,7800,Study,Approved,7.0,3,23,43955,Fair,No,0.18,C,42
Renter,13.48,16000,Personal,Declined,5.0,5,28,44000,Good,No,0.36,C,68
Renter,10.59,11000,Study,Approved,3.0,3,22,46000,Very Good,No,0.24,C,41
Renter,9.32,8000,Personal,Approved,0.0,4,22,30000,Excellent,No,0.27,C,52
Mortgage,11.14,15000,Study,Declined,18.0,6,34,77000,Very Good,No,0.19,B,79
Mortgage,9.99,5000,Personal,Approved,2.0,2,22,67200,Very Good,No,0.07,B,25
Mortgage,13.16,6000,Personal,Approved,4.0,4,23,70000,Good,Yes,0.09,B,58
Mortgage,6.03,10200,Business,Approved,7.0,3,23,75000,Excellent,No,0.14,B,39
Renter,10.59,4500,Personal,Declined,3.0,9,34,19600,Very Good,No,0.23,C,116
Renter,10.65,3000,Home Improvement,Approved,8.0,3,24,51600,Very Good,No,0.06,C,46
Renter,5.79,7000,Study,Approved,5.0,3,21,41000,Excellent,No,0.17,C,41
Owner,10.99,25000,Health,Approved,8.0,3,25,60000,Very Good,No,0.42,A,37
Mortgage,5.42,5000,Study,Approved,2.0,4,23,90000,Excellent,No,0.06,B,55
Renter,6.54,3250,Study,Approved,0.0,3,22,35000,Excellent,No,0.09,C,45
Mortgage,8.49,30000,Business,Approved,2.0,6,28,225000,Excellent,No,0.13,B,75
Owner,5.42,4625,Personal,Approved,13.0,6,29,43200,Excellent,No,0.11,A,82
Mortgage,7.88,10000,Health,Approved,9.0,8,29,50000,Excellent,No,0.2,B,101
Mortgage,,14000,Study,Approved,11.0,16,45,52000,Excellent,No,0.27,B,203
Renter,7.49,7500,Personal,Approved,5.0,9,31,31000,Excellent,No,0.24,C,118
Renter,13.16,5000,Health,Approved,2.0,9,27,142000,Good,Yes,0.04,C,113
Mortgage,6.03,8600,Study,Approved,7.0,3,23,53724,Excellent,No,0.16,B,44
Mortgage,11.99,12000,Personal,Approved,5.0,3,23,112000,Very Good,No,0.11,B,46
Renter,5.42,5050,Personal,Approved,4.0,3,22,74000,Excellent,No,0.07,C,45
Mortgage,14.61,19000,Business,Approved,1.0,3,22,88200,Fair,Yes,0.22,B,39
Renter,14.26,8000,Personal,Approved,3.0,4,25,70000,Good,No,0.11,C,58
Owner,14.84,15000,Personal,Approved,4.0,7,28,209000,Fair,Yes,0.07,A,94
Mortgage,9.63,15000,Personal,Approved,9.0,2,25,77004,Very Good,No,0.19,B,25
Renter,13.49,5000,Health,Approved,6.0,8,27,40752,Good,No,0.12,C,106
Mortgage,7.66,2000,Health,Approved,8.0,2,24,46000,Excellent,No,0.04,B,34
Mortgage,,10000,Business,Approved,6.0,2,22,125000,Very Good,No,0.08,B,29
Renter,12.18,5000,Health,Approved,4.0,2,24,46809,Very Good,No,0.11,C,25
Renter,7.49,9000,Business,Approved,4.0,3,23,40000,Excellent,No,0.23,C,39
Renter,13.11,16000,Personal,Approved,3.0,5,33,62800,Good,Yes,0.25,C,68
Mortgage,13.57,10000,Business,Approved,11.0,6,30,45000,Good,Yes,0.22,B,83
Renter,9.63,1000,Study,Declined,0.0,3,26,5500,Excellent,No,0.18,C,39
Renter,10.37,14000,Business,Approved,10.0,2,26,57600,Very Good,No,0.24,C,35
Mortgage,10.74,10000,Home Improvement,Approved,6.0,2,24,62000,Very Good,No,0.16,B,25
Renter,13.24,7500,Personal,Declined,1.0,3,23,30000,Fair,Yes,0.25,C,38
Renter,10.37,9000,Health,Approved,2.0,3,23,57500,Very Good,No,0.16,C,39
Mortgage,6.03,7200,Business,Approved,7.0,2,23,56000,Excellent,No,0.13,B,32
Renter,13.22,7200,Study,Approved,5.0,4,23,60000,Good,No,0.12,C,51
Mortgage,7.49,12000,Study,Approved,6.0,2,22,61000,Excellent,No,0.2,B,33
Mortgage,11.22,15450,Health,Declined,2.0,4,25,34000,Good,Yes,0.45,B,50
Renter,8.49,2400,Health,Approved,6.0,10,30,40000,Excellent,No,0.06,C,125
Renter,14.61,6500,Business,Approved,9.0,3,25,125000,Fair,No,0.05,C,46
Renter,17.88,16000,Business,Declined,0.0,4,26,88000,Poor,Yes,0.18,C,59
Unknown,7.68,1000,Home Improvement,Approved,0.0,12,46,85000,Excellent,No,0.01,D,149
Mortgage,7.51,25000,Personal,Declined,5.0,7,30,78111,Excellent,No,0.32,B,86
Renter,13.22,6000,Health,Approved,2.0,6,32,59363,Good,Yes,0.1,C,83
Owner,5.79,5000,Health,Approved,5.0,2,22,27996,Excellent,No,0.18,A,34
Mortgage,14.42,7200,Home Improvement,Approved,0.0,3,24,53000,Fair,No,0.14,B,43
Renter,10.25,10000,Study,Approved,3.0,3,22,33600,Very Good,No,0.3,C,42
Owner,,1000,Health,Approved,6.0,2,22,39000,Excellent,No,0.03,A,33
Renter,15.7,3000,Personal,Declined,1.0,10,28,34000,Fair,Yes,0.09,C,129
Mortgage,6.03,4900,Study,Approved,5.0,4,24,42000,Excellent,No,0.12,B,50
Renter,14.46,11500,Personal,Declined,5.0,6,28,25200,Fair,Yes,0.46,C,78
Mortgage,10.71,15000,Study,Approved,0.0,14,36,80000,Very Good,No,0.19,B,178
Renter,11.49,3000,Business,Approved,10.0,5,33,58800,Very Good,No,0.05,C,66
Mortgage,13.35,2000,Health,Declined,1.0,4,22,62050,Good,Yes,0.03,B,50
Renter,,3000,Debt Consolidation,Declined,0.0,4,22,24000,Good,No,0.13,C,58
Renter,7.9,5000,Personal,Declined,,5,28,34000,Excellent,No,0.15,C,67
Mortgage,12.61,18000,Personal,Approved,6.0,9,29,69000,Fair,No,0.26,B,114
Owner,11.49,2500,Home Improvement,Approved,,5,28,22200,Very Good,No,0.11,A,61
Mortgage,16.0,5000,Personal,Declined,5.0,2,21,32400,Poor,No,0.15,B,29
Mortgage,7.51,11500,Home Improvement,Approved,9.0,10,29,65000,Excellent,No,0.18,B,126
Renter,6.54,4725,Health,Approved,0.0,2,26,27600,Excellent,No,0.17,C,32
Mortgage,8.94,10500,Health,Approved,2.0,8,28,30000,Excellent,No,0.35,B,97
Owner,11.99,4800,Health,Approved,6.0,2,22,55000,Very Good,No,0.09,A,32
Renter,14.27,10000,Home Improvement,Approved,3.0,4,24,50000,Good,Yes,0.2,C,54
Owner,11.71,4800,Home Improvement,Approved,10.0,4,26,105000,Very Good,No,0.05,A,57
Renter,,7200,Debt Consolidation,Approved,6.0,4,22,50000,Very Good,No,0.14,C,51
Owner,5.79,8000,Personal,Approved,0.0,3,23,24000,Excellent,No,0.33,A,44
Mortgage,7.88,5000,Business,Approved,5.0,7,28,95000,Excellent,No,0.05,B,90
Mortgage,7.9,2000,Personal,Approved,2.0,10,31,30000,Excellent,No,0.07,B,131
Renter,12.61,7500,Personal,Declined,1.0,2,23,36000,Fair,Yes,0.21,C,27
Renter,15.95,25000,Business,Declined,4.0,10,32,69996,Fair,Yes,0.36,C,131
Renter,10.99,13000,Personal,Approved,8.0,3,24,46000,Very Good,No,0.28,C,46
Mortgage,7.9,14000,Business,Approved,4.0,2,25,60000,Excellent,No,0.23,B,28
Renter,7.51,8000,Debt Consolidation,Approved,6.0,2,22,54600,Excellent,No,0.15,C,29
Owner,7.49,2500,Home Improvement,Approved,3.0,8,28,26000,Excellent,No,0.1,A,97
Renter,12.8,16000,Business,Approved,7.0,3,26,97188,Fair,No,0.16,C,38
Renter,12.73,3000,Health,Approved,0.0,4,24,42000,Good,No,0.07,C,49
Mortgage,11.99,12000,Personal,Approved,3.0,4,25,37596,Very Good,No,0.32,B,53
Renter,12.69,10000,Personal,Declined,2.0,10,27,29000,Very Good,No,0.34,C,126
Mortgage,6.54,10000,Debt Consolidation,Approved,5.0,4,25,150000,Excellent,No,0.07,B,50
Mortgage,12.99,14000,Personal,Approved,4.0,8,32,249996,Good,No,0.06,B,101
Mortgage,13.22,20000,Study,Approved,7.0,4,23,85000,Good,Yes,0.24,B,55
Mortgage,8.49,10000,Home Improvement,Approved,4.0,3,25,38014,Excellent,No,0.26,B,39
Renter,10.0,1000,Health,Approved,,4,23,8088,Very Good,No,0.12,C,59
Mortgage,7.51,10500,Study,Approved,5.0,3,21,55000,Excellent,No,0.19,B,38
Mortgage,13.49,3000,Personal,Approved,6.0,2,22,130000,Good,No,0.02,B,31
Mortgage,6.03,11000,Study,Approved,15.0,9,30,120000,Excellent,No,0.09,B,118
Mortgage,16.35,12000,Health,Declined,6.0,2,22,62900,Poor,Yes,0.16,B,29
Renter,,30000,Health,Declined,4.0,3,24,66300,Fair,No,0.38,C,40
Mortgage,14.35,6500,Debt Consolidation,Approved,,3,26,44400,Good,No,0.15,B,44
Mortgage,15.57,25000,Debt Consolidation,Declined,4.0,2,24,69000,Fair,No,0.36,B,26
Renter,9.91,6000,Home Improvement,Approved,3.0,4,24,52800,Very Good,No,0.11,C,50
Owner,8.88,6000,Study,Approved,7.0,2,23,36000,Very Good,No,0.17,A,30
Mortgage,10.25,10000,Business,Approved,,8,30,70000,Very Good,No,0.14,B,103
Renter,10.99,12000,Home Improvement,Approved,6.0,10,27,75000,Very Good,No,0.16,C,129
Mortgage,9.91,3500,Business,Approved,,2,22,42000,Very Good,No,0.08,B,30
Mortgage,6.91,15000,Health,Approved,6.0,4,24,83000,Excellent,No,0.18,B,55
Renter,,8000,Health,Approved,3.0,2,24,30000,Poor,Yes,0.27,C,33
Mortgage,10.59,11000,Study,Declined,3.0,4,26,36000,Very Good,No,0.31,B,49
Renter,6.54,19000,Personal,Approved,0.0,9,29,71000,Excellent,No,0.27,C,118
Renter,8.49,7000,Business,Approved,2.0,10,31,123000,Excellent,No,0.06,C,122
Renter,6.76,6500,Study,Approved,1.0,6,33,56000,Excellent,No,0.12,C,77
Renter,9.63,4700,Debt Consolidation,Approved,0.0,7,33,86000,Excellent,No,0.05,C,93
Mortgage,5.99,6500,Business,Approved,3.0,4,22,68000,Excellent,No,0.1,B,59
Mortgage,14.65,14000,Study,Declined,8.0,4,24,72000,Good,No,0.19,B,54
Mortgage,7.12,3000,Study,Approved,1.0,6,30,60600,Excellent,No,0.05,B,76
Renter,12.87,17500,Business,Approved,1.0,8,29,120000,Good,Yes,0.15,C,105
Mortgage,7.9,5400,Health,Approved,5.0,4,23,38000,Excellent,No,0.14,B,57
Renter,11.83,3200,Debt Consolidation,Approved,2.0,2,24,54731,Very Good,No,0.06,C,32
Mortgage,5.99,6000,Study,Approved,2.0,8,28,60000,Excellent,No,0.1,B,102
Owner,12.67,5450,Business,Approved,12.0,6,28,74000,Fair,Yes,0.07,A,81
Mortgage,15.95,25000,Home Improvement,Approved,4.0,10,28,140000,Poor,No,0.18,B,125
Renter,13.57,12000,Debt Consolidation,Approved,3.0,7,33,42000,Good,No,0.29,C,94
Renter,9.99,18000,Home Improvement,Approved,0.0,8,35,66000,Very Good,No,0.27,C,104
Renter,10.99,20000,Debt Consolidation,Declined,6.0,4,22,69000,Very Good,No,0.29,C,59
Mortgage,,1200,Study,Approved,5.0,10,27,25440,Fair,No,0.05,B,124
Renter,12.54,7000,Personal,Approved,3.0,3,24,79000,Good,No,0.09,C,41
Renter,7.49,6000,Personal,Approved,0.0,4,24,50000,Excellent,No,0.12,C,49
Renter,18.39,35000,Study,Declined,4.0,4,26,108160,Poor,No,0.32,C,56
Mortgage,6.91,10000,Business,Approved,6.0,8,30,90722,Excellent,No,0.11,B,105
Renter,,8500,Personal,Declined,1.0,4,22,46968,Good,No,0.18,C,50
Renter,12.53,8000,Health,Approved,4.0,7,32,29962,Very Good,No,0.27,C,90
Renter,13.47,5400,Study,Approved,4.0,11,38,28584,Good,No,0.19,C,139
Mortgage,7.14,8500,Health,Approved,9.0,3,25,58000,Excellent,No,0.15,B,37
Renter,17.19,20000,Business,Approved,5.0,8,31,96000,Poor,Yes,0.21,C,107
Mortgage,10.99,25000,Home Improvement,Approved,7.0,2,24,87000,Very Good,No,0.29,B,33
Renter,10.71,10400,Health,Declined,3.0,7,29,31400,Very Good,No,0.33,C,86
Mortgage,6.99,16000,Personal,Approved,5.0,4,24,120000,Excellent,No,0.13,B,56
Mortgage,14.72,2000,Health,Approved,0.0,3,22,80000,Good,Yes,0.03,B,42
Renter,9.88,1000,Health,Approved,,3,22,36000,Very Good,No,0.03,C,44
Mortgage,9.99,3000,Study,Approved,5.0,16,37,31200,Very Good,No,0.1,B,195
Renter,9.91,13000,Home Improvement,Declined,10.0,6,33,44000,Very Good,No,0.3,C,81
Renter,12.84,6600,Business,Approved,3.0,3,23,70000,Good,Yes,0.09,C,42
Mortgage,11.86,15000,Home Improvement,Approved,2.0,8,27,60000,Very Good,No,0.25,B,102
Renter,,35000,Home Improvement,Approved,16.0,9,32,230000,Excellent,No,0.15,C,111
Renter,,10000,Study,Declined,3.0,3,22,39000,Fair,Yes,0.26,C,41
Mortgage,15.21,24000,Health,Declined,5.0,4,26,104550,Fair,Yes,0.2,B,53
Owner,14.11,5000,Debt Consolidation,Approved,3.0,5,27,25740,Fair,Yes,0.19,A,65
Renter,10.95,10000,Business,Approved,13.0,6,33,66500,Very Good,No,0.15,C,76
Mortgage,6.99,12000,Debt Consolidation,Approved,6.0,3,24,46800,Excellent,No,0.26,B,42
Renter,13.49,2400,Health,Declined,3.0,4,24,54000,Good,Yes,0.04,C,58
Renter,7.9,35000,Study,Approved,2.0,4,23,115000,Excellent,No,0.3,C,54
Owner,6.62,7500,Health,Approved,,4,21,26300,Excellent,No,0.29,A,53
Renter,14.25,15000,Personal,Declined,0.0,9,29,42000,Poor,No,0.36,C,116
Mortgage,13.49,10000,Personal,Approved,10.0,4,26,75000,Good,No,0.13,B,52
Renter,8.59,2300,Health,Approved,1.0,6,30,39000,Excellent,No,0.06,C,76
Renter,11.71,4400,Personal,Approved,5.0,8,33,37440,Very Good,No,0.12,C,104
Renter,15.62,5000,Study,Declined,1.0,4,22,49000,Fair,Yes,0.1,C,51
Owner,12.53,24000,Personal,Approved,9.0,9,35,60000,Very Good,No,0.4,A,117
Mortgage,11.26,13000,Personal,Approved,13.0,6,29,74004,Very Good,No,0.18,B,79
Renter,15.96,7200,Personal,Approved,2.0,6,31,30000,Good,Yes,0.24,C,79
Renter,,7800,Debt Consolidation,Approved,4.0,8,29,72000,Good,Yes,0.11,C,100
Renter,7.51,2100,Health,Declined,,2,22,8000,Excellent,No,0.26,C,35
Mortgage,14.54,8000,Business,Declined,7.0,2,23,56000,Fair,Yes,0.14,B,32
Renter,11.86,5000,Business,Approved,2.0,2,22,20000,Very Good,No,0.25,C,28
Renter,12.99,4000,Debt Consolidation,Approved,1.0,7,32,75250,Good,No,0.05,C,91
Renter,11.36,6000,Home Improvement,Declined,2.0,4,22,40680,Very Good,No,0.15,C,55
Mortgage,9.25,5000,Health,Approved,4.0,2,24,72000,Very Good,No,0.07,B,27
Renter,12.68,6000,Health,Approved,2.0,8,30,75000,Good,No,0.08,C,106
Renter,7.68,1500,Debt Consolidation,Approved,9.0,2,24,23004,Excellent,No,0.07,C,31
Mortgage,7.43,7000,Personal,Approved,10.0,4,26,33000,Excellent,No,0.21,B,53
Mortgage,5.79,12000,Home Improvement,Approved,16.0,14,40,70000,Excellent,No,0.17,B,173
Mortgage,,11000,Personal,Approved,3.0,3,21,82000,Excellent,No,0.13,B,42
Mortgage,11.97,21000,Home Improvement,Approved,1.0,8,31,151000,Good,No,0.14,B,105
Renter,11.71,17500,Home Improvement,Approved,2.0,2,25,95950,Very Good,No,0.18,C,28
Mortgage,12.42,1000,Health,Approved,5.0,2,21,36000,Very Good,No,0.03,B,32
Mortgage,13.79,25000,Debt Consolidation,Declined,1.0,3,22,70000,Good,No,0.36,B,44
Renter,15.27,15000,Debt Consolidation,Declined,1.0,2,22,30000,Good,Yes,0.5,C,33
Renter,13.49,14000,Study,Approved,3.0,3,21,72500,Good,Yes,0.19,C,45
Mortgage,9.25,20500,Debt Consolidation,Approved,7.0,2,23,45288,Very Good,No,0.45,B,34
Mortgage,12.87,10000,Study,Approved,4.0,3,23,100000,Good,Yes,0.1,B,39
Mortgage,15.33,13000,Debt Consolidation,Declined,10.0,2,26,51000,Fair,Yes,0.25,B,34
Mortgage,13.47,4800,Debt Consolidation,Approved,16.0,13,42,100000,Good,Yes,0.05,B,160
Mortgage,11.36,19000,Personal,Approved,7.0,4,23,48600,Very Good,No,0.39,B,56
Renter,12.99,1800,Health,Approved,5.0,6,33,145000,Good,No,0.01,C,76
Renter,8.59,3250,Home Improvement,Declined,0.0,9,29,6000,Excellent,No,0.54,C,119
Renter,14.35,21600,Debt Consolidation,Declined,2.0,3,26,63000,Good,Yes,0.34,C,43
Renter,10.59,5000,Business,Approved,3.0,7,28,50176,Very Good,No,0.1,C,92
Mortgage,15.65,25000,Study,Approved,2.0,2,23,160000,Fair,Yes,0.16,B,28
Mortgage,12.18,8400,Personal,Approved,14.0,11,45,38268,Very Good,No,0.22,B,143
Renter,10.74,8000,Debt Consolidation,Approved,5.0,3,23,75000,Very Good,No,0.11,C,39
Owner,7.4,2000,Personal,Approved,4.0,3,22,55000,Excellent,No,0.04,A,46
Mortgage,14.65,10500,Personal,Approved,1.0,2,22,42000,Good,No,0.25,B,29
Renter,9.91,2400,Health,Declined,,2,22,8280,Very Good,No,0.29,C,26
Owner,5.42,6000,Home Improvement,Approved,7.0,3,25,24000,Excellent,No,0.25,A,41
Renter,10.2,3000,Health,Approved,0.0,15,39,55000,Very Good,No,0.05,C,181
Renter,10.99,3500,Home Improvement,Declined,,4,25,27600,Very Good,No,0.13,C,50
Mortgage,16.49,10000,Personal,Approved,4.0,12,49,82000,Fair,Yes,0.12,B,150
Renter,13.99,3500,Personal,Declined,5.0,10,27,22800,Good,Yes,0.15,C,126
Owner,7.14,4750,Debt Consolidation,Declined,6.0,2,22,12000,Excellent,No,0.4,A,34
Renter,10.99,10000,Debt Consolidation,Approved,15.0,8,33,54000,Very Good,No,0.19,C,106
Renter,14.79,6400,Health,Approved,,3,25,41508,Good,No,0.15,C,40
Renter,9.91,14400,Debt Consolidation,Approved,0.0,8,33,58000,Very Good,No,0.25,C,107
Owner,12.18,3500,Home Improvement,Approved,8.0,2,24,119500,Very Good,No,0.03,A,35
Renter,11.11,15000,Debt Consolidation,Approved,6.0,4,22,51000,Very Good,No,0.29,C,55
Owner,12.69,3000,Business,Approved,2.0,17,37,20000,Very Good,No,0.15,A,209
Renter,12.69,15600,Personal,Approved,11.0,9,27,90000,Very Good,No,0.17,C,113
Mortgage,6.62,10000,Health,Approved,0.0,2,23,78000,Excellent,No,0.13,B,34
Mortgage,10.99,6000,Debt Consolidation,Approved,10.0,2,26,49992,Very Good,No,0.12,B,28
Mortgage,,4000,Debt Consolidation,Approved,5.0,4,25,50000,Excellent,No,0.08,B,52
Renter,11.11,20000,Debt Consolidation,Declined,5.0,13,38,64700,Very Good,No,0.31,C,167
Renter,11.58,13500,Personal,Approved,0.0,21,58,51252,Very Good,No,0.26,C,255
Renter,14.84,5600,Health,Declined,7.0,4,25,58650,Fair,No,0.08,C,54
Mortgage,13.47,3000,Debt Consolidation,Approved,8.0,3,24,50000,Good,No,0.06,B,38
Owner,15.99,1200,Home Improvement,Approved,5.0,3,25,25200,Fair,Yes,0.05,A,45
Mortgage,11.99,2200,Debt Consolidation,Approved,8.0,6,35,58788,Very Good,No,0.04,B,78
Mortgage,12.99,7000,Debt Consolidation,Approved,6.0,4,23,60000,Good,No,0.12,B,59
Mortgage,7.66,4000,Home Improvement,Approved,14.0,15,37,120996,Excellent,No,0.03,B,184
Owner,6.92,10000,Health,Approved,3.0,4,23,60000,Excellent,No,0.17,A,56
Renter,13.47,2800,Business,Approved,3.0,4,26,52582,Good,No,0.05,C,54
Owner,7.37,1000,Health,Approved,4.0,2,24,40000,Excellent,No,0.03,A,31
Renter,8.9,5600,Debt Consolidation,Declined,0.0,2,24,19200,Excellent,No,0.29,C,29
Mortgage,13.49,21000,Study,Approved,5.0,2,26,84000,Good,Yes,0.25,B,28
Mortgage,14.42,18000,Study,Approved,3.0,3,22,70000,Fair,No,0.26,B,40
Renter,10.99,24000,Debt Consolidation,Declined,7.0,2,23,74000,Very Good,No,0.32,C,35
Mortgage,12.41,10000,Personal,Approved,0.0,9,29,62000,Good,Yes,0.16,B,112
Renter,15.27,3600,Health,Approved,9.0,10,29,50000,Good,Yes,0.07,C,126
Renter,7.74,1000,Health,Approved,2.0,4,26,29000,Excellent,No,0.03,C,55
Mortgage,15.96,9600,Personal,Approved,13.0,9,28,57000,Good,Yes,0.17,B,109
Renter,12.18,10000,Health,Declined,7.0,3,23,30000,Very Good,No,0.33,C,40
Mortgage,5.79,6300,Business,Approved,0.0,4,26,80000,Excellent,No,0.08,B,53
Renter,9.91,24000,Study,Approved,4.0,4,22,120000,Very Good,No,0.2,C,49
Mortgage,,1500,Health,Approved,5.0,15,41,24000,Excellent,No,0.06,B,189
Mortgage,13.92,1600,Study,Approved,9.0,16,37,72000,Good,Yes,0.02,B,194
Renter,12.18,2400,Health,Approved,3.0,4,22,45000,Very Good,No,0.05,C,58
Renter,13.61,10000,Personal,Approved,0.0,14,36,80000,Good,No,0.13,C,169
Mortgage,13.79,8000,Business,Approved,13.0,10,29,173088,Good,Yes,0.05,B,121
Owner,8.59,1000,Business,Approved,3.0,2,24,54870,Excellent,No,0.02,A,34
Mortgage,10.99,4000,Personal,Approved,11.0,8,29,55000,Very Good,No,0.07,B,104
Renter,11.14,5600,Personal,Approved,3.0,3,22,70000,Very Good,No,0.08,C,47
Renter,,6000,Study,Approved,0.0,3,24,48000,Excellent,No,0.13,C,44
Owner,15.65,15000,Health,Approved,0.0,2,23,80832,Fair,No,0.19,A,28
